original_product_id,product_id,product_name,item_no,cost,price_per_unit,shippable,family_category_id,description
15258,NULL,Welded Wire - Vinyl PVC Coated,WW11165036GR,NULL,95.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
15259,NULL,Welded Wire - Vinyl PVC Coated,WW111610060GR,NULL,200.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
15260,NULL,Welded Wire - Vinyl PVC Coated,WW11165060GR,NULL,145.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
15261,NULL,Welded Wire - Vinyl PVC Coated,WW111610072GR,NULL,260.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
15262,NULL,Welded Wire - Vinyl PVC Coated,WW11165072GR,NULL,160.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
16407,NULL,Welded Wire - Vinyl PVC Coated,WW241410060GR,NULL,190.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
16408,NULL,Welded Wire - Vinyl PVC Coated,WW241410072GR,NULL,210.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
16409,NULL,Welded Wire - Vinyl PVC Coated,WW24145036BK,NULL,95.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
18522,NULL,Welded Wire - Vinyl PVC Coated,WW331136100BK,148.0,239.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35799,NULL,Welded Wire - Vinyl PVC Coated,WW24145024BK,15.23,100.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35801,NULL,Welded Wire - Vinyl PVC Coated Pool Code,WW1541210048BK,95.15,250.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35802,NULL,Welded Wire - Vinyl PVC Coated Pool Code,WW1541210060BK,142.0,320.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35803,NULL,Welded Wire - Vinyl PVC Coated Pool Code,WW1541210072BK,142.0,325.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35805,NULL,Welded Wire - Vinyl PVC Coated,WW11165024BK,21.89,100.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35806,NULL,Welded Wire - Vinyl PVC Coated,WW111610024BK,44.42,150.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35818,NULL,Welded Wire - Vinyl PVC Coated,WW241110036BKCAV,NULL,280.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35820,NULL,Welded Wire - Vinyl PVC Coated,WW241110028BK,NULL,290.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
35839,NULL,Welded Wire - Vinyl PVC Coated,WW241110048BKCAV,NULL,260.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
36934,NULL,Welded Wire - Vinyl PVC Coated,WW11145048BK,NULL,240.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
42660,NULL,Welded Wire - Vinyl PVC Coated,WW1113510048BKCAV,NULL,575.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43054,NULL,Welded Wire - Vinyl PVC Coated,WW221410048BK,70.86,230.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43055,NULL,Welded Wire - Vinyl PVC Coated,WW221410072BK,106.44,400.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43058,NULL,Welded Wire - Vinyl PVC Coated,WW51145048BK,NULL,250.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43060,NULL,Welded Wire - Vinyl PVC Coated,WW51145036BK,NULL,220.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43062,NULL,Welded Wire - Vinyl PVC Coated,WW241410024BK,30.07,130.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43069,NULL,Welded Wire - Vinyl PVC Coated,WW121410024BK,NULL,160.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43070,NULL,Welded Wire - Vinyl PVC Coated,WW121410072BK,146.9,450.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43725,NULL,Welded Wire - Vinyl PVC Coated,WW1341410049BK,75.0,175.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43731,NULL,Welded Wire - Vinyl PVC Coated,WW241210072BK,NULL,375.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43742,NULL,Welded Wire - Vinyl PVC Coated,WW241410048BKCAV,75.0,123.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43743,NULL,Welded Wire - Vinyl PVC Coated,WW241410060BKCAV,90.0,150.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43744,NULL,Welded Wire - Vinyl PVC Coated,WW241410072BKCAV,110.0,202.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43746,NULL,Welded Wire - Vinyl PVC Coated,WW331230036BK,NULL,330.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43747,NULL,Welded Wire - Vinyl PVC Coated,WW221010048BK,NULL,252.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43748,NULL,Welded Wire - Vinyl PVC Coated,WW51165036BK,NULL,171.55,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43749,NULL,Welded Wire - Vinyl PVC Coated,WW51165048BK,NULL,190.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43757,NULL,Welded Wire - Vinyl PVC Coated,WW221210048BK,91.12,250.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43759,NULL,Welded Wire - Vinyl PVC Coated,WW241110048BK,NULL,355.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43765,NULL,Welded Wire - Vinyl PVC Coated,WW441110048BK,82.32,240.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43776,NULL,Welded Wire - Vinyl PVC Coated,WW1312,NULL,NULL,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43777,NULL,Welded Wire - Vinyl PVC Coated,WW13125048BK,NULL,230.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
43778,NULL,Welded Wire - Vinyl PVC Coated,WW13125072BK,NULL,300.0,1,2,"Academy welded wire mesh fence starts with hot dipped galvanized steel core wire that is covered with a thick layer of PVC, and bonded to the wire. We manufacture this product so it’s flexible and will not crack when the wire is bent. It maintains its properties in hot and cold temperatures. This makes a very strong, durable rust resistant wire mesh resistant to both weather and chemicals. The vinyl  PVC coating also protects the wire from water and other corrosive elements. The hot dipped zinc (galvanized) coating that protects the underlying steel core, makes it a superior long lasting product. UV inhibitors retard degradation from sunlight. Academy vinyl PVC coated welded wire mesh fence has the longest lifetime for any application. Our process yields a significant and noticeable difference when compared to other welded wire products available."
